Filière
Licence - Portail Economie - parcours Economie
Diplôme d'Université - PAREO - R2D2 - Rebondir Réfléchir Découvrir Décider
Classe de mise à niveau pour l'entrée en BTS et les poursuites d'études scientifiques
Licence - Musicologie - Parcours Musique et musicologie
Licence - Philosophie - Parcours Philosophie et humanités
Licence - Philosophie - Entièrement en distanciel
BTS - Production - Développement et Réalisation Bois
Certificat de Spécialisation - Organisateur de réception
Licence - Portail Philosophie - Philosophie Grenoble
BUT - Génie biologique Parcours diététique et nutrition
Diplôme d'Etablissement - Cadre technique production et valorisation des ressources marines
DEUST - Bâtiment et Construction
PCSO : Préparation aux cursus scientifiques d'Orsay
Licence - Musicologie
"FCIL - Mobilités Urbaines, maintenances des véhicules électriques légers (Vélos électriques, trottinettes, hoverboards, ...)"
BTS - Maritime - Mécatronique Navale
"CPGE - TSI - (en 3 ans, destinée aux bacs professionnels)"
Licence - Génie civil - Parcours Urbanisme transition énergétique et environnement
Licence - Musicologie - Parcours Jazz et Musiques Actuelles (JMA)
BTS - Services - Prothésiste dentaire
BTS - Production - Géologie appliquée
"Licence - Génie civil - Parcours Génie Civil, Architectural et Urbain"
DEUST - Webmaster et métiers de l'internet - Entièrement en distanciel
Certificat de Spécialisation - Maquettes et prototypes
"Licence - Portail Electronique, énergie électrique, automatique"
FCIL - Mécanicien en compétition automobile - Option monoplace
"Licence - Electronique, énergie électrique, automatique"
Certificat de Spécialisation - Technicien(ne) en tuyauterie
Licence - Portail DARWIN
Licence - Génie civil - Parcours Énergie et environnement
"Diplôme d'Université - PAREO - ORA - s'Orienter, Réfléchir et Agir"
Diplôme d'Université - PAREO
"BUT - Packaging, emballage et conditionnement"
Diplôme d'Etablissement - Bachelor Mobilité Intelligente
Licence - Tourisme - Parcours Food and Beverage
BTS - Production - Aéronautique
BTS - Production - Conception et industrialisation en construction navale
Licence - Administration économique et sociale - Parcours Classique
CPGE - TPC
BTS - Agricole - Développement de l'agriculture des régions chaudes
Année préparatoire aux Etudes de Santé (APES)
Licence - Humanités
Double licence - Philosophie / Economie - Philosophie - Economie
CUPGE - Cycle Universitaire de Préparation aux Grandes Ecoles Scientifiques
Licence - Génie civil
Formation des écoles supérieures de cuisine Bac +3 - Bachelor Manager dans l’hôtellerie restauration
"FCIL - Administrateur réseau, infrastructure et système numérique"
FCIL - Moteurs hors bord haute technicité
FCIL - Encadrement de travaux du BTP Bio sourcé et numérique
FCIL - Télépilote de drones
FCIL classe passerelle BTS option production
Diplôme d'Etablissement - Bachelor Océanographe - Prospecteur
DEUST - Technicien de la mer et du littoral
BTS - Production - Innovations textiles - Option B : Traitements
Diplôme d'Université - Digital U
DEUST - Bâtiment et travaux publics
FCIL - Opérateur de finition en ameublement
Licence - Musicologie - Parcours Musiques actuelles
Formation Bac + 3 - Bachelor Cybersécurité des systèmes industriels et urbains
Licence - Génie urbain
CUPGE - Prep'ISIMA
Licence - Philosophie - Parcours PHILOSOPHIE MAJEURE / mineure italien non débutant
Diplôme d'Université - Diplôme d'Initiation à l'Arabe
Année préparatoire - Classe de mise à niveau pour les préparations aux cursus scientifiques
Licence - Double diplôme - Licence Administration et Echanges internationaux - Green Business
FCIL - PREPARATION AUX CONCOURS METIERS DE LA SECURITE INTERIEURE
FCIL - Maintenance de véhicules hybrides et électriques
Licence - Etudes culturelles - Parcours Culture contemporaine - Professorat des écoles
"BTS - Agricole - QUalité, ALimentation, Innovation et Maîtrise Sanitaire (BioQUALIM) produits laitiers"
"Licence - Double diplôme - Licence Etudes européennes et internationales - Etudes franco-italiennes - Patrimoine culturel, double diplôme Cursus Conservazione dei Beni Culturali - Studi italo-francesi (Univ. d'Udine)"
BUT - Techniques de commercialisation des systèmes industriels
BTS - Services - Négociation et digitalisation de la Relation Client - Entièrement en distanciel
Licence - Portail Tourisme - Hospitalité
Licence - Etudes européennes et internationales - Parcours Etudes franco-portugaises
Licence - Portail Economie - Economie (Faculté d'Economie)
FCIL - BARISTA
FCIL - Chef de rang
CUPGE - Cycle Universitaire Préparatoire aux Grandes Ecoles
FCIL - Eco tourisme et tourisme européen
FCIL - Techniques spécifiques Couture et Luxe
Licence - Portail Administration économique et sociale - parcours général
FCIL classe passerelle BTS option service - Spécialité : Santé / Social
Licence - Musicologie - Parcours Diplôme National Supérieur de Musicien (DNSPM)
Licence professionnelle - Bio-industries et biotechnologies
FCIL - Agent de sécurité en milieu hospitalier
FCIL - Mobilités urbaines
"Licence - Etudes culturelles - Parcours Tourisme, culture et territoires"
Cycle pluridisciplinaire d'Études Supérieures - Humanités et société
Licence - Administration économique et sociale - Entièrement en distanciel
Licence - Musicologie - Parcours Licence Franco-Allemande (LFA)
DEUST - Technicien en qualité et distribution des produits alimentaires
Licence - Théologie - Parcours Professorat des écoles
Licence - Acoustique et Vibrations - Parcours Acoustique et Musique
BUT - Génie civil - Construction durable - en triple diplôme franco-suisse-allemand
FCIL - Maintenance des Automobiles de Compétition et de Collection
Mise à niveau Scientifique
Formation Bac + 3 - Bachelor Mutations industrielles et technologiques
Licence - Administration publique
Licence - Théologie
DEUST - Formation de base aux métiers du théâtre
FCIL - Opérateur matériaux composites
FCIL - préparation aux concours de la sécurité publique et civile
Diplôme d'Université CAES - Métiers du Sanitaire et Médico-Sociaux
Classe préparatoire aux études supérieures - Littéraire
Licence - Portail Mécanique
BTS - Maritime - Maintenance des systèmes électro-navals - réservé aux Mises à Niveau
Licence - Musicologie - Parcours Jazz et culture musicale
Insertion à la Licence Scientifique (APILS)
Formation Bac+6 - Bac STAV
Licence - Portail Philosophie - Licence 1 Philosophie
FCIL - Conseiller de vente en produits et services de luxe
Passerelle pour un BUT
Licence - Humanités - Parcours Culture classique et modernité européenne
FCIL - Homewear
FCIL - Hôtellerie de plein air
ARS Année de Remise à Niveau Scientifique
BTS - Agricole - Viticulture-Oenologie - Entièrement en distanciel
FCIL - Contrôle Technique
Licence - Etudes théâtrales
BTS - Maritime - Maintenance des systèmes électro-navals
Diplôme d'Université - PAREO - Parcours Adaptés - PaRéO - Entièrement en distanciel
Mise à niveau - Hôtellerie restauration - Entièrement en distanciel
BTS - Agricole - productions animales - Entièrement en distanciel
Licence - Musicologie - Parcours Musicologie - Musique
FCIL - Technicien Réseaux et Services Très Haut Débit par Fibre Optique et Cuivre
Formation Bac + 4 - Bachelor Data science for responsible business
Licence - Musicologie - Parcours MUSIQUE ET MUSICOLOGIE
Licence - Administration et Echanges internationaux - Parcours Shanghai
DEUST - Analyse des milieux biologiques
Licence - Humanités - Parcours Humanités et danse - Entièrement en distanciel
Formation valant grade de licence - Bachelor of Science
Licence - Musicologie - Parcours Musique - Musicologie
FCIL - Marchandiseur Visuel Cross Canal
FCIL - Cuisine végétale
Diplôme d'Université - Compétences et connaissances liées à l'exercice de fonctions dans les administrations (Talents B)
DSP - Patrimoine bâti : métiers de la construction et du patrimoine
Formation Bac + 3 - Bachelor Cybersécurité
Diplôme d'Université - PAREO - DU Passeport pour Réussir et s’Orienter
Certificat de Spécialisation - Peinture décoration
Année préparatoire - Année de préparation aux études supérieures (A.P.E.S.) - Option santé
"FCIL - Conseils, Installations et maintenance des motorisations électriques à haute efficacité énergétique"
Licence - Théologie - Parcours Théologie catholique
Licence - Administration économique et sociale - Parcours AES - Ressources humaines
Licence - Musicologie - Parcours Musicien Interprète
Diplôme d'Université - Diplôme Universitaire de Préparation Aux Concours de Catégorie B
Licence - Portail Philosophie - Parcours Philosophie
Mise à niveau - Mise à niveau pour l'accès au BTS MASEN
Licence - Administration et Echanges internationaux - Parcours Amérique Latine
Diplôme d'Université - PAREO - Paréo (Passeport pour réussir et s’orienter)
Diplôme d'Université - PAREO - DU Passeport pour Réussir et s'Orienter (PAREO)
Licence - Portail Tourisme
"Formation Bac + 3 - Bachelor ""Transition Ecologique des Territoires"""
DEUST - Guide nature multilingue
DEUST - Technicien en environnement et déchets
Licence - Humanités - Parcours Licence 1 Culture humaniste et scientifique
Dispositif SAS - Préparation à l'apprentissage
"Licence - Pluridisciplinaire - Parcours Humanités-philosophie, éthique et religions"
FCIL - Illustration
FCIL - Services aéroportuaires
Diplôme d'Etablissement - Technicien supérieur en météorologie
FCIL - Maroquinerie / Gainerie / Sellerie de luxe
Diplôme d'Université - AccES
Diplôme d'Université - Professions du secrétariat de mairie
Certificat de Spécialisation - Sommellerie - option vins de champagne
Classe préparatoire aux études supérieures - Scientifique -  Réservée aux bac Professionnels
Diplôme d'Université - PAREO - Diplôme universitaire - Passeport pour Réussir et s'Orienter (PARÉO)
FCIL - Technicien motoriste option Mécanique Hors Bord
Diplôme d'Université - Mise à niveau pour les études scientifiques
Double licence - Economie / Philosophie - Economie - Philosophie
"CPGE - ECG - ""prépa St Cyr"""
Licence - Administration économique et sociale - Parcours Données et sociétés
Licence - Administration et Echanges internationaux - Parcours Europe
FCIL - SPA Praticien(ne)
Licence - Administration économique et sociale - Parcours Antenne universitaire de la ville de Saint Brieuc - Administration Economique et  Sociale
DEUST - Technologies de l'organisation dans les professions de santé
"DEUST - Médiations citoyennes - Ville, environnement et justice sociale"
Licence - Portail Administration et Echanges internationaux
BTS - Services - Diététique - Entièrement en distanciel
BTS - Services - Economie sociale familiale - Entièrement en distanciel
BTS - Services - Support à l'action managériale - Entièrement en distanciel
BTS - Agricole - Aménagements paysagers - Entièrement en distanciel
FCIL - Multimédia
Diplôme d'Université CAES - PrépaRéo
CUPGE - Cycle universitaire préparatoire aux grandes écoles - Mécanique
"Cycle pluridisciplinaire d'Études Supérieures - Mobilités douces, développement durable et ouverture internationale"
FCIL - Préparation aux concours de la sécurité publique
Licence - Humanités - Parcours Cultures des mondes antiques et médiévaux
Diplôme d'Université - PAREO - DU PAREO Année de Réflexion et d'Orientation
FCIL - Fabrication et traitement de structures métalliques industrielles
BTS - Services - Collaborateur juriste notarial - Entièrement en distanciel
Licence - Portail L.AS Humanités -  Accès Santé
Licence - Théologie Catholique - Entièrement en distanciel
Licence - Humanités - Parcours Humanités numériques
BTS - Services - Service et prestation des secteurs sanitaire et social - Entièrement en distanciel
FCIL - Secrétariat Assistant Médico-Social
Licence - Etudes culturelles - Parcours Culture et médias
FCIL - Robinetterie et maintenance nucléaire
Licence - Double diplôme - Licence Etudes européennes et internationales - Etudes franco-italiennes - Plurilingue et pluriculturel - double diplôme Cursus Conservazione dei Beni Culturali-Studi italo-francesi (Univ. d'Udine)
DEUST - Intervention Sociale
DEUST - Accueil d'excellence en tourisme
FCIL - Contrôleur technique automobile
Licence - Humanités - Parcours Etude et pratique du français (préparation à l'entrée aux écoles d'orthophonie)
CUPGE - Cycle universitaire préparatoire aux grandes écoles
FCIL - Secrétariat Médico Social
"Formation professionnelle - Aumônerie protestante, médiation et société"
"Diplôme d'Université - PAREO - DU PaRéo Se construire, s'orienter, se révéler"
BTS - Services - Tourisme - Entièrement en distanciel
Licence - Musicologie - Entièrement en distanciel
FCIL - Secrétariat médical
Diplôme d'Université - Prep'Avenir
"DEUST - Production, contrôles et qualité des produits de santé"
Diplôme d'Université - PAREO - CPESIP (Cycle préparatoire aux Etudes Supérieures et à l'Insertion Professionnelle)
FCIL - Mode circulaire
DEUST - Infrastructures numériques
FCIL - Hydro - esthétique
BUT - Techniques de commercialisation - ENEPS destiné aux bacs professionnels
Diplôme d'Université - Bachelor Business Data Science
Cycle pluridisciplinaire d'Études Supérieures - Economie - Parcours : modélisation et numérique
BTS - Production - Forge
FCIL - Métiers de Laboratoire
FCIL - Technicien de systèmes de sécurité et d'incendie
FCIL - Saveurs et équilibre
FCIL - Nivoculteur
FCIL - Mécanique de compétition - préparation moteurs
FCIL - Voilerie et sellerie nautique
FCIL - Electro-mobilité technologie et environnement du cycle
FCIL - Agent thermal-spa praticien
BUT - Génie mécanique et productique - Section aménagée
FCIL - Technicien Cycle et Mobilité Urbaine
Licence - Musicologie - Parcours Musique
Licence - Administration et Echanges internationaux - Parcours Amérique du Nord
Licence - Mécanique
"Formation professionnelle - Chargé de mission qualité, sécurité, santé au travail et environnement (Bac + 3)"
Licence - Etudes culturelles - Parcours Métiers du livre et médiation numérique
CUPGE - Parcours scientifique renforcé
FCIL - CAO - DAO du bâtiment
FCIL - Adjoint des cadres sanitaires et sociaux - Secrétariat médico-social
FCIL - Technicien motoriste option Mécanique In Bord
Diplôme d'Etablissement - Bachelor Production de contenus numériques
